Alfred Hitchcock,Horizonte Final 66,Drama,1957,117
Alfred Hitchcock,Guerra de Mundos 31,Romance,2007,128
Christopher Nolan,La Aventura Perdida 33,Ciencia Ficción,2022,93
Steven Spielberg,Sueños de Libertad 24,Fantasía,1977,155
James Cameron,Guerra de Mundos 47,Ciencia Ficción,1983,142
Tim Burton,Sueños de Libertad 11,Comedia,1992,161
Tim Burton,Misión Imposible 42,Comedia,2009,119
Ridley Scott,En la Sombra 58,Ciencia Ficción,1999,131
Alfred Hitchcock,El Misterio 2,Documental,1997,113
Ridley Scott,Sueños de Libertad 38,Documental,1972,106
Steven Spielberg,En la Sombra 55,Documental,1951,178
Alfred Hitchcock,En la Sombra 46,Suspenso,2002,136
Christopher Nolan,Más Allá del Tiempo 6,Drama,1950,156
Christopher Nolan,El Regreso 46,Fantasía,1969,162
Martin Scorsese,El Misterio 28,Drama,1954,100
Tim Burton,Sueños de Libertad 2,Acción,1967,117
David Fincher,El Misterio 45,Documental,1991,120
Stanley Kubrick,Sueños de Libertad 50,Suspenso,1962,130
David Fincher,Sueños de Libertad 39,Drama,2010,131
Martin Scorsese,Misión Imposible 20,Suspenso,2016,152
Ridley Scott,Misión Imposible 41,Terror,2012,137
Steven Spielberg,El Misterio 11,Acción,1999,140
Quentin Tarantino,Guerra de Mundos 54,Romance,1969,173
James Cameron,Sueños de Libertad 50,Ciencia Ficción,2022,179
Alfred Hitchcock,Horizonte Final 32,Ciencia Ficción,1993,151
Steven Spielberg,Horizonte Final 55,Suspenso,2007,115
Alfred Hitchcock,Secretos Oscuros 68,Aventura,1983,95
Christopher Nolan,El Regreso 67,Aventura,1986,170
Ridley Scott,Guerra de Mundos 51,Comedia,1997,118
Steven Spielberg,El Regreso 50,Romance,1998,147
Tim Burton,Misión Imposible 52,Comedia,1959,132
Ridley Scott,El Misterio 7,Fantasía,2003,176
Tim Burton,En la Sombra 65,Suspenso,1951,162
Christopher Nolan,Misión Imposible 69,Ciencia Ficción,1980,105
Stanley Kubrick,Secretos Oscuros 11,Ciencia Ficción,1993,166
David Fincher,Guerra de Mundos 87,Ciencia Ficción,1992,105
David Fincher,Misión Imposible 23,Fantasía,1992,127
Stanley Kubrick,Guerra de Mundos 20,Ciencia Ficción,1977,144
Tim Burton,Misión Imposible 52,Fantasía,2015,138
Stanley Kubrick,Guerra de Mundos 69,Ciencia Ficción,1965,113
Martin Scorsese,La Aventura Perdida 38,Suspenso,2010,168
Steven Spielberg,Secretos Oscuros 73,Terror,2009,98
James Cameron,En la Sombra 28,Drama,1975,108
Martin Scorsese,Guerra de Mundos 32,Ciencia Ficción,2008,148
Ridley Scott,Más Allá del Tiempo 58,Romance,1996,99
Ridley Scott,El Misterio 35,Ciencia Ficción,2019,86
Alfred Hitchcock,Sueños de Libertad 84,Drama,1958,96
David Fincher,Horizonte Final 62,Acción,1979,172
Stanley Kubrick,El Misterio 20,Aventura,2003,107
Ridley Scott,Misión Imposible 24,Suspenso,1960,88
Christopher Nolan,La Aventura Perdida 78,Documental,2001,87
James Cameron,La Aventura Perdida 17,Romance,1950,174
Tim Burton,La Aventura Perdida 10,Fantasía,2018,139
Steven Spielberg,Sueños de Libertad 49,Terror,2011,105
Ridley Scott,Sueños de Libertad 43,Aventura,1998,148
Stanley Kubrick,Sueños de Libertad 48,Aventura,1974,178
David Fincher,La Aventura Perdida 38,Drama,1985,131
Ridley Scott,Misión Imposible 82,Ciencia Ficción,2003,128
Quentin Tarantino,En la Sombra 45,Drama,2021,148
Steven Spielberg,El Regreso 24,Drama,1977,99
David Fincher,Más Allá del Tiempo 49,Comedia,1986,129
Christopher Nolan,Guerra de Mundos 79,Romance,2005,109
Steven Spielberg,Misión Imposible 2,Drama,1969,93
Alfred Hitchcock,Guerra de Mundos 17,Acción,2011,122
Quentin Tarantino,El Regreso 44,Fantasía,2006,114
Ridley Scott,En la Sombra 16,Acción,2001,147
Tim Burton,Misión Imposible 90,Documental,1953,82
Ridley Scott,Más Allá del Tiempo 66,Suspenso,1958,91
Christopher Nolan,El Regreso 66,Fantasía,2004,101
Alfred Hitchcock,En la Sombra 38,Suspenso,1957,166
David Fincher,En la Sombra 33,Ciencia Ficción,2021,81
Alfred Hitchcock,El Regreso 67,Aventura,2011,99
Ridley Scott,Secretos Oscuros 41,Acción,1971,120
James Cameron,Misión Imposible 66,Documental,1973,179
Steven Spielberg,Secretos Oscuros 78,Fantasía,1979,93
Steven Spielberg,Misión Imposible 73,Acción,2006,138
David Fincher,Secretos Oscuros 19,Acción,1959,119
Martin Scorsese,En la Sombra 9,Ciencia Ficción,1971,154
Quentin Tarantino,Misión Imposible 17,Comedia,1979,142
Steven Spielberg,El Misterio 13,Aventura,1977,126
Alfred Hitchcock,Sueños de Libertad 89,Romance,1970,149
Steven Spielberg,Guerra de Mundos 74,Terror,1951,171
James Cameron,El Misterio 41,Documental,2000,108
David Fincher,Sueños de Libertad 64,Aventura,2021,140
Quentin Tarantino,Más Allá del Tiempo 29,Terror,2023,86
Martin Scorsese,En la Sombra 18,Terror,1999,177
Tim Burton,El Regreso 97,Comedia,2004,135
Christopher Nolan,El Misterio 28,Romance,1993,130
Christopher Nolan,La Aventura Perdida 89,Aventura,1969,141
Tim Burton,Guerra de Mundos 38,Terror,1993,149
Ridley Scott,Misión Imposible 72,Terror,1952,147
Martin Scorsese,Sueños de Libertad 49,Suspenso,2012,163
Quentin Tarantino,Secretos Oscuros 4,Documental,2018,157
Alfred Hitchcock,Secretos Oscuros 27,Aventura,1973,105
Christopher Nolan,La Aventura Perdida 53,Documental,1986,137
Tim Burton,Sueños de Libertad 98,Acción,1994,160
Tim Burton,En la Sombra 29,Ciencia Ficción,1953,99
Alfred Hitchcock,La Aventura Perdida 15,Documental,1987,164
Christopher Nolan,El Misterio 64,Suspenso,1996,130
Steven Spielberg,El Misterio 90,Suspenso,2022,148
Martin Scorsese,Misión Imposible 19,Suspenso,2022,176
Quentin Tarantino,Guerra de Mundos 45,Suspenso,1977,151
Martin Scorsese,El Misterio 100,Terror,1970,96
David Fincher,Guerra de Mundos 65,Fantasía,1956,148
James Cameron,Misión Imposible 37,Fantasía,1981,90
Steven Spielberg,Más Allá del Tiempo 74,Suspenso,2015,116
Tim Burton,La Aventura Perdida 86,Drama,1952,94
Alfred Hitchcock,Guerra de Mundos 65,Documental,1972,166
David Fincher,En la Sombra 20,Fantasía,1964,85
Christopher Nolan,Más Allá del Tiempo 10,Terror,2013,105
Quentin Tarantino,Horizonte Final 79,Aventura,1984,95
James Cameron,Misión Imposible 4,Fantasía,2010,105
Stanley Kubrick,Más Allá del Tiempo 74,Fantasía,2023,127
David Fincher,Horizonte Final 51,Romance,1991,162
Christopher Nolan,La Aventura Perdida 73,Fantasía,2003,172
Steven Spielberg,Más Allá del Tiempo 15,Romance,1992,105
Ridley Scott,Sueños de Libertad 6,Romance,1975,88
Christopher Nolan,Sueños de Libertad 7,Romance,1989,149
James Cameron,Guerra de Mundos 45,Comedia,1957,86
James Cameron,Secretos Oscuros 6,Suspenso,1987,109
Alfred Hitchcock,La Aventura Perdida 99,Fantasía,1968,99
Alfred Hitchcock,Horizonte Final 29,Aventura,1984,162
Tim Burton,Guerra de Mundos 5,Romance,1969,119
Ridley Scott,Más Allá del Tiempo 66,Suspenso,2000,141
Stanley Kubrick,Misión Imposible 31,Aventura,2020,157
James Cameron,Guerra de Mundos 60,Comedia,2001,88
Tim Burton,Guerra de Mundos 55,Drama,1997,156
Stanley Kubrick,En la Sombra 3,Documental,2003,150
Ridley Scott,Secretos Oscuros 22,Romance,1992,83
Tim Burton,La Aventura Perdida 73,Aventura,2011,161
David Fincher,Sueños de Libertad 96,Acción,2000,122
Alfred Hitchcock,Guerra de Mundos 1,Aventura,1955,162
Ridley Scott,El Regreso 52,Documental,1967,125
Martin Scorsese,El Misterio 48,Comedia,1992,100
Christopher Nolan,En la Sombra 24,Drama,1965,173
David Fincher,Misión Imposible 52,Aventura,1970,85
Steven Spielberg,El Misterio 48,Drama,2012,106
Martin Scorsese,Más Allá del Tiempo 48,Acción,2017,111
Stanley Kubrick,Más Allá del Tiempo 60,Aventura,2003,114
Tim Burton,Horizonte Final 68,Fantasía,1997,112
David Fincher,La Aventura Perdida 35,Drama,2011,157
Ridley Scott,Sueños de Libertad 14,Romance,2008,155
David Fincher,Sueños de Libertad 40,Documental,2008,158
Martin Scorsese,La Aventura Perdida 65,Suspenso,1986,91
James Cameron,Más Allá del Tiempo 25,Documental,1998,136
Quentin Tarantino,Sueños de Libertad 81,Comedia,1985,171
David Fincher,Más Allá del Tiempo 20,Fantasía,1980,84
Christopher Nolan,Misión Imposible 40,Terror,1957,91
Christopher Nolan,Sueños de Libertad 10,Acción,2014,108
Ridley Scott,La Aventura Perdida 3,Acción,1991,98
Steven Spielberg,El Misterio 53,Comedia,1962,109
Christopher Nolan,Guerra de Mundos 38,Fantasía,2018,130
Martin Scorsese,El Misterio 27,Terror,1974,99
David Fincher,Sueños de Libertad 33,Drama,2016,138
Quentin Tarantino,Misión Imposible 60,Fantasía,2013,128
Martin Scorsese,Sueños de Libertad 23,Fantasía,2005,153
Martin Scorsese,Misión Imposible 33,Romance,1982,138
Quentin Tarantino,En la Sombra 86,Suspenso,1964,163
David Fincher,Sueños de Libertad 96,Suspenso,1964,164
Steven Spielberg,El Misterio 48,Aventura,1953,128
Martin Scorsese,La Aventura Perdida 4,Fantasía,1975,147
Alfred Hitchcock,Secretos Oscuros 17,Romance,2021,171
Tim Burton,Más Allá del Tiempo 71,Ciencia Ficción,1988,133
Tim Burton,El Regreso 26,Documental,1980,109
Quentin Tarantino,En la Sombra 74,Aventura,2015,178
Christopher Nolan,El Regreso 97,Suspenso,1976,124
Stanley Kubrick,Más Allá del Tiempo 44,Documental,1952,82
David Fincher,En la Sombra 37,Fantasía,1976,171
James Cameron,Más Allá del Tiempo 46,Comedia,2007,116
Alfred Hitchcock,Horizonte Final 53,Acción,2001,115
Tim Burton,Secretos Oscuros 53,Terror,1973,83
Stanley Kubrick,En la Sombra 66,Romance,1978,155
Christopher Nolan,Secretos Oscuros 68,Acción,2013,103
Quentin Tarantino,La Aventura Perdida 33,Drama,1999,87
Steven Spielberg,Horizonte Final 12,Ciencia Ficción,2002,128
David Fincher,Sueños de Libertad 37,Drama,1995,119
Stanley Kubrick,Secretos Oscuros 50,Acción,1983,105
Tim Burton,La Aventura Perdida 17,Terror,2014,154
James Cameron,Secretos Oscuros 13,Fantasía,2013,96
Martin Scorsese,El Regreso 61,Terror,1993,140
James Cameron,Guerra de Mundos 19,Acción,1967,161
Steven Spielberg,Guerra de Mundos 34,Ciencia Ficción,1979,126
David Fincher,En la Sombra 77,Suspenso,1994,87
Martin Scorsese,El Misterio 7,Acción,1967,83
Martin Scorsese,Guerra de Mundos 56,Suspenso,1976,148
Steven Spielberg,La Aventura Perdida 38,Ciencia Ficción,2020,163
Christopher Nolan,Más Allá del Tiempo 22,Suspenso,2013,102
Stanley Kubrick,Sueños de Libertad 36,Aventura,1986,88
Martin Scorsese,El Misterio 78,Terror,1968,139
Tim Burton,El Misterio 94,Suspenso,1957,110
James Cameron,Más Allá del Tiempo 54,Ciencia Ficción,2011,149
Martin Scorsese,El Misterio 81,Drama,1995,90
Christopher Nolan,Horizonte Final 71,Drama,1953,177
David Fincher,El Regreso 5,Fantasía,1998,81
David Fincher,El Misterio 44,Acción,1997,116
David Fincher,Guerra de Mundos 71,Documental,2002,105
James Cameron,La Aventura Perdida 97,Fantasía,1957,113
David Fincher,Horizonte Final 87,Romance,1974,99
David Fincher,Guerra de Mundos 8,Romance,1965,161
James Cameron,Misión Imposible 62,Comedia,1969,96
Martin Scorsese,Guerra de Mundos 93,Fantasía,1990,88
Ridley Scott,Misión Imposible 57,Ciencia Ficción,2002,123
Alfred Hitchcock,Más Allá del Tiempo 79,Aventura,2007,112
Alfred Hitchcock,Horizonte Final 100,Ciencia Ficción,2002,140
David Fincher,Guerra de Mundos 26,Aventura,1990,141
Alfred Hitchcock,Más Allá del Tiempo 30,Drama,2013,129
Quentin Tarantino,El Regreso 36,Aventura,1951,148
Alfred Hitchcock,El Misterio 69,Drama,1996,139
Stanley Kubrick,Secretos Oscuros 67,Terror,1952,100
Quentin Tarantino,Guerra de Mundos 65,Comedia,1985,115
Tim Burton,Misión Imposible 36,Romance,1994,129
Tim Burton,Guerra de Mundos 83,Fantasía,1965,98
David Fincher,Horizonte Final 77,Documental,2000,93
Stanley Kubrick,En la Sombra 51,Aventura,1950,112
Martin Scorsese,Sueños de Libertad 100,Terror,1968,112
Martin Scorsese,Más Allá del Tiempo 43,Fantasía,1999,171
Ridley Scott,Más Allá del Tiempo 49,Suspenso,2011,153
Christopher Nolan,Misión Imposible 51,Aventura,1956,177
James Cameron,Sueños de Libertad 95,Drama,2006,171
Steven Spielberg,Más Allá del Tiempo 64,Fantasía,1985,80
Stanley Kubrick,Secretos Oscuros 32,Drama,1990,165
Tim Burton,Más Allá del Tiempo 96,Comedia,1966,148
Quentin Tarantino,Horizonte Final 56,Suspenso,2010,98
James Cameron,Guerra de Mundos 16,Fantasía,2021,92
Ridley Scott,Secretos Oscuros 34,Fantasía,2004,152
James Cameron,El Regreso 18,Comedia,1989,154
Tim Burton,El Regreso 92,Acción,1997,133
James Cameron,El Regreso 6,Acción,1953,134
Quentin Tarantino,Secretos Oscuros 62,Fantasía,1997,95
Quentin Tarantino,Sueños de Libertad 70,Acción,2017,140
Martin Scorsese,En la Sombra 45,Fantasía,1962,118
Tim Burton,Horizonte Final 9,Aventura,1985,120
Quentin Tarantino,Misión Imposible 46,Suspenso,2021,85
Ridley Scott,El Misterio 42,Comedia,1956,152
Christopher Nolan,Secretos Oscuros 2,Drama,2018,152
Stanley Kubrick,Secretos Oscuros 91,Fantasía,2009,110
David Fincher,Sueños de Libertad 29,Comedia,1950,113
Alfred Hitchcock,Misión Imposible 50,Documental,1956,150
Quentin Tarantino,Sueños de Libertad 88,Documental,1967,158
Tim Burton,Horizonte Final 12,Suspenso,1953,158
Christopher Nolan,Guerra de Mundos 71,Documental,2023,93
Quentin Tarantino,En la Sombra 71,Comedia,1993,138
Stanley Kubrick,Guerra de Mundos 41,Documental,1984,179
Martin Scorsese,Horizonte Final 64,Acción,2009,91
Ridley Scott,El Misterio 9,Acción,1970,154
Ridley Scott,Horizonte Final 22,Ciencia Ficción,1956,88
Martin Scorsese,Secretos Oscuros 78,Suspenso,1997,176
Tim Burton,Más Allá del Tiempo 62,Romance,1971,118
Steven Spielberg,Misión Imposible 28,Ciencia Ficción,1997,148
David Fincher,En la Sombra 23,Drama,1954,85
Steven Spielberg,Más Allá del Tiempo 31,Comedia,1999,173
Alfred Hitchcock,Misión Imposible 88,Terror,2010,118
Ridley Scott,Sueños de Libertad 9,Comedia,1974,98
Stanley Kubrick,Guerra de Mundos 65,Terror,1961,83
Stanley Kubrick,Más Allá del Tiempo 52,Suspenso,1959,163
Quentin Tarantino,El Misterio 26,Aventura,1962,165
Martin Scorsese,Misión Imposible 95,Ciencia Ficción,1978,142
Christopher Nolan,Sueños de Libertad 6,Comedia,2023,145
Steven Spielberg,El Misterio 97,Comedia,1993,101
Ridley Scott,Misión Imposible 30,Fantasía,1955,179
Stanley Kubrick,Misión Imposible 76,Comedia,1977,174
Alfred Hitchcock,Guerra de Mundos 1,Suspenso,2002,163
Ridley Scott,Guerra de Mundos 77,Documental,1966,165
Ridley Scott,Secretos Oscuros 46,Romance,1958,135
Steven Spielberg,Sueños de Libertad 21,Drama,1978,131
Martin Scorsese,El Misterio 78,Terror,2008,106
Stanley Kubrick,Misión Imposible 54,Drama,1992,157
Tim Burton,En la Sombra 6,Terror,1985,115
Martin Scorsese,Más Allá del Tiempo 12,Documental,1981,105
James Cameron,El Misterio 72,Drama,2009,137
Stanley Kubrick,Más Allá del Tiempo 93,Fantasía,1998,138
Stanley Kubrick,Horizonte Final 53,Romance,1956,147
James Cameron,En la Sombra 91,Fantasía,1970,137
Quentin Tarantino,El Regreso 86,Comedia,1963,110
Steven Spielberg,Misión Imposible 76,Comedia,1956,109
Tim Burton,El Misterio 52,Aventura,1998,114
Stanley Kubrick,Secretos Oscuros 81,Fantasía,1980,89
Tim Burton,Sueños de Libertad 80,Documental,2009,153
Christopher Nolan,Secretos Oscuros 29,Fantasía,1953,173
Stanley Kubrick,La Aventura Perdida 3,Fantasía,1990,161
Stanley Kubrick,Guerra de Mundos 75,Comedia,1963,125
James Cameron,Sueños de Libertad 67,Documental,1985,87
James Cameron,Secretos Oscuros 48,Romance,1984,103
Steven Spielberg,Horizonte Final 92,Terror,1996,143
Stanley Kubrick,Horizonte Final 97,Romance,2022,127
Stanley Kubrick,El Regreso 11,Terror,1951,99
Alfred Hitchcock,La Aventura Perdida 95,Acción,2013,118
Stanley Kubrick,El Regreso 31,Terror,1977,147
Quentin Tarantino,Misión Imposible 79,Terror,1950,101
Ridley Scott,Secretos Oscuros 86,Romance,1958,104
Tim Burton,El Misterio 10,Comedia,1968,127
Steven Spielberg,Guerra de Mundos 26,Documental,2021,154
James Cameron,Misión Imposible 42,Romance,2003,114
Martin Scorsese,La Aventura Perdida 98,Aventura,1968,91
David Fincher,Horizonte Final 14,Romance,1996,91
David Fincher,Más Allá del Tiempo 62,Terror,1962,117
Christopher Nolan,Secretos Oscuros 100,Acción,1952,151
Alfred Hitchcock,Sueños de Libertad 77,Romance,2013,166
Martin Scorsese,En la Sombra 87,Romance,2012,99
Steven Spielberg,Guerra de Mundos 36,Ciencia Ficción,1993,114
James Cameron,Secretos Oscuros 1,Terror,1979,121
Stanley Kubrick,La Aventura Perdida 62,Aventura,1985,157
Martin Scorsese,Guerra de Mundos 11,Terror,1983,120
Ridley Scott,En la Sombra 46,Drama,1950,144
Tim Burton,Más Allá del Tiempo 58,Drama,1960,81
Steven Spielberg,Horizonte Final 62,Suspenso,1988,148
James Cameron,Más Allá del Tiempo 77,Ciencia Ficción,1952,89
Martin Scorsese,La Aventura Perdida 97,Comedia,1969,158
Tim Burton,El Regreso 88,Romance,1999,167
Alfred Hitchcock,Sueños de Libertad 82,Comedia,1988,94
Christopher Nolan,En la Sombra 68,Comedia,1968,158
Quentin Tarantino,Secretos Oscuros 32,Aventura,1980,144
Alfred Hitchcock,Secretos Oscuros 16,Comedia,1971,117
Stanley Kubrick,La Aventura Perdida 52,Aventura,1998,133
Christopher Nolan,La Aventura Perdida 76,Acción,1996,121
James Cameron,Guerra de Mundos 66,Terror,1959,165
Christopher Nolan,Más Allá del Tiempo 29,Suspenso,1952,117
Christopher Nolan,Horizonte Final 25,Ciencia Ficción,1993,105
James Cameron,Horizonte Final 5,Comedia,1972,150
Ridley Scott,Horizonte Final 42,Documental,2004,132
Steven Spielberg,Guerra de Mundos 33,Terror,1954,107
James Cameron,La Aventura Perdida 59,Suspenso,1961,149
Alfred Hitchcock,La Aventura Perdida 80,Documental,1950,83
Alfred Hitchcock,Más Allá del Tiempo 74,Fantasía,1980,81
Quentin Tarantino,El Misterio 55,Ciencia Ficción,1955,112
Christopher Nolan,Secretos Oscuros 67,Comedia,1970,159
Stanley Kubrick,La Aventura Perdida 23,Suspenso,1970,88
Alfred Hitchcock,Misión Imposible 19,Fantasía,1963,119
Steven Spielberg,Horizonte Final 36,Comedia,1984,123
Martin Scorsese,Secretos Oscuros 88,Fantasía,2001,87
Martin Scorsese,Más Allá del Tiempo 63,Suspenso,1990,156
Stanley Kubrick,Misión Imposible 100,Fantasía,2023,155
Martin Scorsese,La Aventura Perdida 15,Romance,1978,89
Quentin Tarantino,Más Allá del Tiempo 48,Acción,1981,157
Martin Scorsese,En la Sombra 95,Comedia,1982,102
Martin Scorsese,Misión Imposible 39,Romance,1962,95
David Fincher,Horizonte Final 89,Fantasía,1987,167
James Cameron,El Regreso 3,Acción,2002,155
Martin Scorsese,Más Allá del Tiempo 11,Acción,2021,156
Steven Spielberg,Guerra de Mundos 30,Ciencia Ficción,2009,118
Alfred Hitchcock,En la Sombra 48,Comedia,1986,142
Stanley Kubrick,Horizonte Final 98,Aventura,2002,115
Quentin Tarantino,El Misterio 96,Ciencia Ficción,1952,107
Martin Scorsese,Misión Imposible 94,Romance,2013,127
Stanley Kubrick,Secretos Oscuros 84,Romance,1986,103
Christopher Nolan,En la Sombra 33,Suspenso,1951,165
Christopher Nolan,Sueños de Libertad 72,Comedia,2003,167
Ridley Scott,El Regreso 64,Terror,2006,106
Ridley Scott,El Misterio 64,Acción,1972,155
Steven Spielberg,Secretos Oscuros 37,Comedia,2013,104
Ridley Scott,En la Sombra 33,Ciencia Ficción,1952,143
Christopher Nolan,Sueños de Libertad 95,Romance,1974,152
Stanley Kubrick,En la Sombra 19,Documental,2014,157
Martin Scorsese,Guerra de Mundos 64,Terror,1954,119
James Cameron,Más Allá del Tiempo 74,Documental,1954,103
Quentin Tarantino,Misión Imposible 97,Drama,1993,130
Stanley Kubrick,Guerra de Mundos 91,Terror,2018,140
Alfred Hitchcock,Misión Imposible 53,Drama,1981,137
Steven Spielberg,Horizonte Final 24,Drama,1978,151
Tim Burton,Secretos Oscuros 55,Aventura,1988,172
Stanley Kubrick,Misión Imposible 79,Aventura,1950,107
Stanley Kubrick,La Aventura Perdida 44,Terror,1953,99
Stanley Kubrick,El Regreso 13,Aventura,1971,110
Steven Spielberg,Guerra de Mundos 15,Acción,1952,118
Ridley Scott,Horizonte Final 25,Romance,1973,111
David Fincher,Más Allá del Tiempo 37,Acción,2006,130
Tim Burton,Misión Imposible 89,Suspenso,2010,177
Alfred Hitchcock,Sueños de Libertad 28,Aventura,1951,143
James Cameron,En la Sombra 23,Drama,1965,125
James Cameron,Misión Imposible 49,Romance,2022,110
Steven Spielberg,Horizonte Final 71,Comedia,1975,91
Quentin Tarantino,La Aventura Perdida 38,Ciencia Ficción,2009,80
Ridley Scott,El Regreso 5,Aventura,1988,83
Martin Scorsese,Secretos Oscuros 73,Comedia,1973,177
Martin Scorsese,Horizonte Final 23,Romance,1983,176
James Cameron,Más Allá del Tiempo 15,Romance,2009,141
Ridley Scott,En la Sombra 67,Suspenso,1969,84
Ridley Scott,Secretos Oscuros 84,Comedia,1977,80
Stanley Kubrick,Más Allá del Tiempo 80,Fantasía,1958,95
Alfred Hitchcock,Secretos Oscuros 19,Comedia,2023,102
Tim Burton,Misión Imposible 3,Terror,2021,131
Quentin Tarantino,Más Allá del Tiempo 54,Fantasía,1955,119
Alfred Hitchcock,Misión Imposible 86,Acción,1964,113
Martin Scorsese,Sueños de Libertad 92,Drama,2009,141
Ridley Scott,Misión Imposible 69,Terror,1974,164
Alfred Hitchcock,El Regreso 95,Romance,1956,93
Alfred Hitchcock,El Misterio 88,Comedia,2009,87
Ridley Scott,Horizonte Final 62,Fantasía,1974,159
Steven Spielberg,Guerra de Mundos 34,Suspenso,1986,166
Stanley Kubrick,Sueños de Libertad 84,Ciencia Ficción,2003,178
Stanley Kubrick,Sueños de Libertad 23,Terror,1979,130
Ridley Scott,El Regreso 12,Ciencia Ficción,2017,108
Martin Scorsese,El Misterio 59,Suspenso,1993,82
Tim Burton,Horizonte Final 24,Romance,1986,172
Martin Scorsese,En la Sombra 33,Suspenso,1986,92
Tim Burton,El Misterio 39,Terror,1983,106
Steven Spielberg,La Aventura Perdida 27,Drama,1960,120
Stanley Kubrick,Misión Imposible 2,Documental,2011,176
Ridley Scott,Más Allá del Tiempo 27,Suspenso,1989,131
Martin Scorsese,Horizonte Final 59,Ciencia Ficción,2022,94
Quentin Tarantino,Más Allá del Tiempo 61,Aventura,1970,125
David Fincher,Sueños de Libertad 78,Acción,1970,149
Steven Spielberg,Secretos Oscuros 91,Fantasía,1987,179
Steven Spielberg,El Misterio 4,Suspenso,1987,102
Alfred Hitchcock,Sueños de Libertad 83,Ciencia Ficción,1950,142
Quentin Tarantino,El Regreso 3,Fantasía,1993,87
Steven Spielberg,El Regreso 36,Documental,1985,90
Christopher Nolan,Secretos Oscuros 13,Suspenso,1965,147
Quentin Tarantino,Sueños de Libertad 65,Documental,2014,161
Christopher Nolan,Sueños de Libertad 17,Fantasía,2023,127
Steven Spielberg,La Aventura Perdida 45,Documental,1957,118
James Cameron,Guerra de Mundos 11,Comedia,1953,160
Ridley Scott,Misión Imposible 60,Suspenso,1960,86
Tim Burton,Horizonte Final 65,Ciencia Ficción,1955,103
Martin Scorsese,Misión Imposible 65,Romance,2022,87
Alfred Hitchcock,Sueños de Libertad 97,Romance,1999,170
Alfred Hitchcock,Sueños de Libertad 54,Romance,1966,92
Tim Burton,Misión Imposible 43,Documental,2019,116
Quentin Tarantino,En la Sombra 68,Ciencia Ficción,2016,120
Steven Spielberg,Guerra de Mundos 21,Fantasía,2018,83
Steven Spielberg,Secretos Oscuros 77,Suspenso,1989,140
Alfred Hitchcock,La Aventura Perdida 62,Romance,1955,139
Alfred Hitchcock,Secretos Oscuros 99,Drama,1981,130
James Cameron,El Regreso 32,Aventura,2020,95
Stanley Kubrick,En la Sombra 88,Acción,2010,116
James Cameron,Sueños de Libertad 8,Documental,1954,122
Ridley Scott,En la Sombra 3,Fantasía,1988,125
Ridley Scott,Secretos Oscuros 4,Aventura,1989,86
Stanley Kubrick,Secretos Oscuros 20,Ciencia Ficción,2015,170
Alfred Hitchcock,En la Sombra 64,Terror,2019,153
James Cameron,La Aventura Perdida 22,Fantasía,1984,159
Alfred Hitchcock,Más Allá del Tiempo 10,Fantasía,2011,86
Martin Scorsese,El Misterio 43,Terror,2003,124
Ridley Scott,Más Allá del Tiempo 41,Documental,1967,157
Alfred Hitchcock,Guerra de Mundos 34,Romance,1988,83
Christopher Nolan,La Aventura Perdida 78,Terror,1988,173
Ridley Scott,Sueños de Libertad 25,Comedia,1997,123
Ridley Scott,En la Sombra 86,Terror,1988,176
Steven Spielberg,Secretos Oscuros 82,Suspenso,1995,107
Alfred Hitchcock,El Regreso 59,Drama,2018,87
Quentin Tarantino,La Aventura Perdida 99,Fantasía,1969,176
Tim Burton,El Regreso 94,Comedia,2022,115
Quentin Tarantino,En la Sombra 78,Ciencia Ficción,1958,91
Alfred Hitchcock,El Regreso 40,Aventura,2015,148
Martin Scorsese,Misión Imposible 41,Fantasía,2022,124
James Cameron,Sueños de Libertad 63,Aventura,1971,137
Tim Burton,Sueños de Libertad 88,Terror,2004,146
Tim Burton,Secretos Oscuros 16,Aventura,1974,164
James Cameron,Más Allá del Tiempo 5,Romance,2017,153
Christopher Nolan,Misión Imposible 99,Aventura,2009,178
Martin Scorsese,Guerra de Mundos 96,Suspenso,1977,81
Quentin Tarantino,Horizonte Final 37,Documental,1980,120
Christopher Nolan,La Aventura Perdida 70,Suspenso,2021,114
Christopher Nolan,El Regreso 10,Fantasía,2021,178
Martin Scorsese,El Regreso 3,Aventura,1953,95
Tim Burton,El Regreso 9,Suspenso,1964,156
Stanley Kubrick,Más Allá del Tiempo 60,Comedia,2018,142
Stanley Kubrick,Más Allá del Tiempo 13,Documental,1976,154
David Fincher,Horizonte Final 28,Documental,1952,111
Martin Scorsese,Misión Imposible 28,Aventura,1985,163
Christopher Nolan,Más Allá del Tiempo 56,Documental,1998,149
Tim Burton,La Aventura Perdida 25,Drama,1973,113
Ridley Scott,Horizonte Final 14,Documental,2012,139
Christopher Nolan,Secretos Oscuros 41,Fantasía,1973,179
Tim Burton,Secretos Oscuros 69,Suspenso,2002,89
Quentin Tarantino,En la Sombra 41,Ciencia Ficción,1997,147
Ridley Scott,Secretos Oscuros 91,Documental,1980,158
Alfred Hitchcock,El Regreso 52,Comedia,2019,176
James Cameron,El Regreso 97,Comedia,2022,176
Ridley Scott,En la Sombra 74,Aventura,2017,177
Ridley Scott,Sueños de Libertad 41,Acción,2002,153
Alfred Hitchcock,La Aventura Perdida 99,Comedia,1965,124
